userName,content,score,at,appVersion,text,label,sentiment
Mustofa Nasrulloh,Mantap,0.9997685551643372,2022-01-04 13:46:50,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Galih Endro,Sangat membantu,0.9994805455207825,2022-02-19 03:47:29,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Jessica lita,sangat membantu ,0.9994805455207825,2022-03-01 00:57:26,4.30.1,"Translated(src=id, dest=en, text=b'very helpful', pronunciation=b'very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Anggie “Njy” Kimmy,Driver susah didapat tarif paling mahal driver batal order tanpa confir Tidak direkomendasikan aplikasi ini buruk,0.9990400671958923,2021-12-21 05:27:12,4.30.1,"Translated(src=id, dest=en, text=Drivers are hard to get. The most expensive rates. Drivers cancel orders without confirmation. Not recommended. This application is bad.', pronunciation=Drivers are hard to get. The most expensive rates. Drivers cancel orders without confirmation. Not recommended. This application is bad.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990400671958923}]"
Bagoes Mangal Arfan,kusutt,0.9969743490219116,2022-02-26 07:19:42,4.30.1,"Translated(src=id, dest=en, text=b'tangled', pronunciation=b'tangled', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9969743490219116}]"
Dante Pedrosa,Udah make bertahuntahun gak pernah dapat voucher gofood tementemen hampir tiap hari dapat voucher padaha akun customerku ini sering tak pake transaksi ngasih voucher kok pikih2,0.9921567440032959,2022-08-17 04:53:14,4.30.1,"Translated(src=id, dest=en, text=b'I've been using it for years and never got a GoFood voucher. My friend almost every day gets a voucher on my customer account. I often don't use transactions to give vouchers. Why do you think so?, pronunciation=b'I've been using it for years and never got a GoFood voucher. My friend almost every day gets a voucher on my customer account. I often don't use transactions to give vouchers. Why do you think so?, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9921567440032959}]"
Tukang Jajan,Sangat membantu,0.9994805455207825,2022-02-26 07:15:54,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Masykur Mas,Sangat memuaskan,0.9998704195022583,2021-12-21 05:42:39,4.30.1,"Translated(src=id, dest=en, text=b'Very satisfying', pronunciation=b'Very satisfying', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998704195022583}]"
Han Farhan,Nyusahin maksa update,0.9953610301017761,2022-03-01 04:17:59,4.30.1,"Translated(src=id, dest=en, text=b'Trouble forcing updates', pronunciation=b'Trouble forcing updates', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9953610301017761}]"
Rizqy Batualam,mantaaaapp,0.882771909236908,2022-04-24 11:51:00,4.30.1,"Translated(src=id, dest=en, text=b'mantaaaapp', pronunciation=b'mantaaaapp', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.882771909236908}]"
Sambara Novi,Sangat baik,0.9998596906661987,2022-02-13 04:03:40,4.30.1,"Translated(src=id, dest=en, text=b'Very good', pronunciation=b'Very good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]"
꧁BERINGIN MUTFASIL꧂,Jelek banget,0.9998108744621277,2021-12-21 05:53:41,4.30.1,"Translated(src=id, dest=en, text=b'Very ugly', pronunciation=b'Very ugly', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9998108744621277}]"
Defi Nofrianti,Baik,0.9986165761947632,2022-03-01 04:18:00,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
MAS PARJO,Sangat baik,0.9998596906661987,2022-03-04 01:31:57,4.30.1,"Translated(src=id, dest=en, text=b'Very good', pronunciation=b'Very good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998596906661987}]"
Sulis Mbk,Baik,0.9986165761947632,2022-09-04 05:28:39,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
M Kenzie,Promonya banyakin dong diskonnya gedein lagi 75 sering2 biar semangat ordernya,0.9974494576454163,2022-02-13 03:54:45,4.30.1,"Translated(src=id, dest=en, text=b'There are lots of promotions, big discounts of 75 more often so people are enthusiastic about ordering', pronunciation=b'There are lots of promotions, big discounts of 75 more often so people are enthusiastic about ordering', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9974494576454163}]"
Nyit Coenyit,Yes yu,0.9976544976234436,2022-03-07 12:46:59,4.30.1,"Translated(src=id, dest=en, text=b'Yes yu', pronunciation=b'Yes yu', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9976544976234436}]"
Herman Chaniago,Oke,0.9986165761947632,2022-03-16 02:55:21,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Rayshikaras,Mantab betul,0.9998602867126465,2021-12-29 04:30:12,4.30.1,"Translated(src=id, dest=en, text=b'Really great', pronunciation=b'Really great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998602867126465}]"
Iin Setyowati,Sangat membantu ,0.9994805455207825,2022-02-05 05:08:15,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Jusman Dg,Sangat membantu,0.9994805455207825,2022-02-22 14:49:29,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Muhammad Ghathfan,Abangmbanya baik baik,0.9997909665107727,2022-02-13 04:42:58,4.30.1,"Translated(src=id, dest=en, text=b'Her brother is fine', pronunciation=b'Her brother is fine', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997909665107727}]"
Aan Afriansyah,Bagus mantap,0.9998644590377808,2022-02-19 03:40:13,4.30.1,"Translated(src=id, dest=en, text=b'Good, great', pronunciation=b'Good, great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998644590377808}]"
HERMANSYAH,Mantap,0.9997685551643372,2022-02-16 11:09:39,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Jonmitra Hutahaean,Sangat membantu,0.9994805455207825,2022-03-07 12:03:22,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Dandi Adi candra,Ok,0.9989097118377686,2022-04-11 13:49:25,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Dini Nurfadillah,Kenapa setiap hujan selalu susah cari driver padahal lagi urgent banget tolong ditingkatkan lagi  terimakasih,0.991609513759613,2021-12-21 04:26:47,4.30.1,"Translated(src=id, dest=en, text=b'Why is it always hard to find a driver every time it rains even though it's really urgent, please improve, thank you', pronunciation=b'Why is it always hard to find a driver every time it rains even though it's really urgent, please improve, thank you', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.991609513759613}]"
Gunawan 12,Sangat nyaman,0.9997923970222473,2022-04-28 11:00:11,4.30.1,"Translated(src=id, dest=en, text=b'Very comfortable', pronunciation=b'Very comfortable', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997923970222473}]"
Hernusye Husni,Bagus Cepat Aman,0.9997802376747131,2022-03-04 02:26:47,4.30.1,"Translated(src=id, dest=en, text=b'Good Fast Safe', pronunciation=b'Good Fast Safe', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997802376747131}]"
Ahmad Hariri,ok,0.9989097118377686,2022-02-26 07:34:10,4.30.1,"Translated(src=id, dest=en, text=b'ok', pronunciation=b'ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Mulia Ani,Membantu pemesanan,0.9515501260757446,2022-02-26 07:30:32,4.30.1,"Translated(src=id, dest=en, text=b'Helping with orders', pronunciation=b'Helping with orders', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9515501260757446}]"
Muhtadi Bae,Oke juga bor,0.7714502215385437,2021-12-29 06:15:49,4.30.1,"Translated(src=id, dest=en, text=b'Okay, drill', pronunciation=b'Okay, drill', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7714502215385437}]"
HASBI AZNI INSANI,Akun nya sakit,0.999736487865448,2022-02-22 14:34:47,4.30.1,"Translated(src=id, dest=en, text=b'His account is sick', pronunciation=b'His account is sick', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999736487865448}]"
Ritha Thea Rita,Sipp,0.9584844708442688,2022-01-19 04:41:17,4.30.1,"Translated(src=id, dest=en, text=b'Sipp', pronunciation=b'Sipp', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9584844708442688}]"
Juliyah Lia0o v iubvfsx vh7,Banyakin terus promonya ,0.998360812664032,2021-12-29 06:10:26,4.30.1,"Translated(src=id, dest=en, text=b'Continue to have lots of promotions', pronunciation=b'Continue to have lots of promotions', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.998360812664032}]"
Mirza Raqilla,Kembalikan double voucher di gofood,0.9909071922302246,2022-11-15 04:19:22,4.30.1,"Translated(src=id, dest=en, text=b'Return double voucher on Gofood', pronunciation=b'Return double voucher on Gofood', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9909071922302246}]"
Yuli Eko,Sangat puas menggunakan aplikasi gojek,0.9958328604698181,2022-03-01 04:00:37,4.30.1,"Translated(src=id, dest=en, text=b'Very satisfied using the Gojek application', pronunciation=b'Very satisfied using the Gojek application', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9958328604698181}]"
Albari dzul dwiyanto,Bagus,0.9998444318771362,2022-02-13 04:22:46,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Herry Isk,Good job,0.9998437166213989,2022-04-02 04:43:11,4.30.1,"Translated(src=id, dest=en, text=b'Good job', pronunciation=b'Good job', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998437166213989}]"
anakbedok tokotok,Asyik,0.9997877478599548,2022-02-13 06:01:45,4.30.1,"Translated(src=id, dest=en, text=b'Fun', pronunciation=b'Fun', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997877478599548}]"
Edi Sucipto,Sangat membantu dalam era penyakit hidup seperti zaman sekarang ini,0.9945728182792664,2022-02-22 12:55:28,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful in this era of life's illnesses like today', pronunciation=b'Very helpful in this era of life's illnesses like today', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9945728182792664}]"
Rosminah Ros,Mantap,0.9997685551643372,2022-03-13 03:13:36,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Diana Anekawati,Ok,0.9989097118377686,2022-02-26 09:43:30,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Novenny Tugiman,Baik,0.9986165761947632,2022-03-01 01:47:37,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Hendra Muliawan,Mantul,0.5578252673149109,2022-02-13 08:08:42,4.30.1,"Translated(src=id, dest=en, text=b'Mantul', pronunciation=b'Mantul', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5578252673149109}]"
aldrin arief,Baik,0.9986165761947632,2022-03-07 08:43:44,4.30.1,"Translated(src=id, dest=en, text=b'Okay', pronunciation=b'Okay', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986165761947632}]"
Agung Nugraha,Perugas gojek2 bagus dan ramah2,0.9998468160629272,2022-03-04 04:08:57,4.30.1,"Translated(src=id, dest=en, text=b'Gojek staff are nice and friendly', pronunciation=b'Gojek staff are nice and friendly', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998468160629272}]"
Sakti Triananta Bukit,Good job,0.9998437166213989,2022-04-19 03:17:55,4.30.1,"Translated(src=id, dest=en, text=b'Good job', pronunciation=b'Good job', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998437166213989}]"
Helviani Wijaya,Keren,0.9991068243980408,2022-02-26 09:13:02,4.30.1,"Translated(src=id, dest=en, text=b'Cool', pronunciation=b'Cool', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991068243980408}]"
HABIB MUBAROK,Tolong untuk notifikasi chat di perbiki kenapa setiap ada chat dari driver kok hp saya gak bunyi ,0.998963475227356,2022-01-04 10:41:15,4.30.1,"Translated(src=id, dest=en, text=Please fix the chat notifications, why does my cellphone not sound every time there is a chat from the driver?, pronunciation=Please fix the chat notifications, why does my cellphone not sound every time there is a chat from the driver?, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998963475227356}]"
Dwi setyo rahayu Ningsih,Barang yg dibeli sesuai pengiriman cepat,0.9993184804916382,2022-03-15 14:00:07,4.30.1,"Translated(src=id, dest=en, text=b'Goods purchased are in good condition and fast delivery', pronunciation=b'Goods purchased are in good condition and fast delivery', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993184804916382}]"
Moh Muhaimin,Good,0.9998444318771362,2022-03-01 02:01:40,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Ayunda Nurasih,bagus,0.9998444318771362,2022-01-04 10:52:32,4.30.1,"Translated(src=id, dest=en, text=b'good', pronunciation=b'good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Widiyanti Widiyanti,Sangat membantu cari cuan,0.9986767172813416,2022-07-04 00:13:01,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful in making money', pronunciation=b'Very helpful in making money', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986767172813416}]"
agus satriadi,Udah bagus,0.9998553991317749,2022-02-13 07:19:07,4.30.1,"Translated(src=id, dest=en, text=b'That's good', pronunciation=b'That's good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998553991317749}]"
iza nf,Pengantaran tepat waktu,0.9987564086914062,2022-03-26 07:15:33,4.30.1,"Translated(src=id, dest=en, text=b'Timely delivery', pronunciation=b'Timely delivery', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987564086914062}]"
ACS Channel,Lumayan,0.9993463158607483,2022-03-01 02:10:31,4.30.1,"Translated(src=id, dest=en, text=b'Not bad', pronunciation=b'Not bad', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993463158607483}]"
Rudy Iskandar,Bikin simple,0.9994959831237793,2021-12-20 12:47:02,4.30.1,"Translated(src=id, dest=en, text=b'Make it simple', pronunciation=b'Make it simple', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994959831237793}]"
Rijatul Anwar,Mantap,0.9997685551643372,2022-03-22 09:49:39,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Wienez kil,Saya setuju,0.9997244477272034,2022-03-15 16:31:08,4.30.1,"Translated(src=id, dest=en, text=b'I agree', pronunciation=b'I agree', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997244477272034}]"
Melly Patricia,Thanks all ,0.9997351765632629,2022-02-16 09:51:09,4.30.1,"Translated(src=id, dest=en, text=b'Thanks all', pronunciation=b'Thanks all', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997351765632629}]"
Nina Putri,Hr ini buka apl gojek disuruh update katanya apl lama udh di nonaktifkan dr sana ya udh update ga bisa2 udh 100 ngulang lg sndiri sampe udh 4x niiyy ga kelar2,0.9986138343811035,2022-02-26 09:58:52,4.30.1,"Translated(src=id, dest=en, text=Today, when I opened the Gojek app, I was told to update it, it said the old app had been deactivated from there, so I updated it and it couldn't, it's done 100 times and it's done 4 times, but it's not finished.', pronunciation=Today, when I opened the Gojek app, I was told to update it, it said the old app had been deactivated from there, so I updated it and it couldn't, it's done 100 times and it's done 4 times, but it's not finished.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9986138343811035}]"
Salma Talita 28,Pelayanan cepat dan baik,0.9998339414596558,2022-02-22 11:31:32,4.30.1,"Translated(src=id, dest=en, text=b'Fast and good service', pronunciation=b'Fast and good service', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998339414596558}]"
ita_cien,So help me thanks,0.9982390403747559,2023-04-09 03:37:53,4.30.1,"Translated(src=id, dest=en, text=b'So help me thanks', pronunciation=b'So help me thanks', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982390403747559}]"
dara novita,bagus sangat mmbantu sukses selalu gojek,0.9998422861099243,2022-01-04 10:19:26,4.30.1,"Translated(src=id, dest=en, text=b'very good, always helps Gojek's success', pronunciation=b'very good, always helps Gojek's success', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998422861099243}]"
Mar Dani,Mantab,0.9997685551643372,2022-01-04 10:22:46,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Arya Die,Ok,0.9989097118377686,2022-01-04 10:27:51,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Wandi Sabeni,Cepet,0.9985142350196838,2022-02-13 09:11:08,4.30.1,"Translated(src=id, dest=en, text=b'Hurry', pronunciation=b'Hurry', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985142350196838}]"
DENJuly official.23,Aplikasi begogua lagi buru2 gini susah bgt dapet driver uninstal lah,0.9997307658195496,2021-12-20 12:03:09,4.30.1,"Translated(src=id, dest=en, text=My Bigo application is in a hurry, it's really hard to get a driver uninstaller.', pronunciation=My Bigo application is in a hurry, it's really hard to get a driver uninstaller.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997307658195496}]"
Pais Pais,Sukses selalu untuk golek kedepan nyaAminn,0.9971831440925598,2022-02-19 06:08:08,4.30.1,"Translated(src=id, dest=en, text=b'Always success in looking for the future, Aminn', pronunciation=b'Always success in looking for the future, Aminn', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9971831440925598}]"
Edy Jaka,Ok,0.9989097118377686,2022-04-28 08:32:04,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
M. Ra'isun Jahidillah,Mantp,0.9997685551643372,2022-03-13 03:30:10,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
rosyid royandi,Mantap,0.9997685551643372,2022-05-14 04:00:15,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
ika rustika,Ok mantab,0.9997870326042175,2021-12-29 12:59:20,4.30.1,"Translated(src=id, dest=en, text=b'Okay great', pronunciation=b'Okay great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997870326042175}]"
Andik Setiawan,lmayan baiktpat waktu,0.9998575448989868,2022-08-25 05:13:46,4.30.1,"Translated(src=id, dest=en, text=very good, on time', pronunciation=very good, on time', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998575448989868}]"
Maria Lilis,Saya suka Saya suka,0.9997439980506897,2022-02-13 07:08:57,4.30.1,"Translated(src=id, dest=en, text=b'I like I like', pronunciation=b'I like I like', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997439980506897}]"
moza helmiyati,Mantap,0.9997685551643372,2022-01-10 17:13:20,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
bugie kurniawan,Aplikasi transportasi online terbaik di Indonesia,0.9998030066490173,2022-01-27 11:53:12,4.30.1,"Translated(src=id, dest=en, text=The best online transportation application in Indonesia', pronunciation=The best online transportation application in Indonesia', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998030066490173}]"
Moh Ilhar,Mantap bosku,0.9992871880531311,2022-02-26 08:28:25,4.30.1,"Translated(src=id, dest=en, text=b'Great boss', pronunciation=b'Great boss', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992871880531311}]"
fuad nur fathurokhim,Driver nya sring di lempar jauh2 jadi sring nge Cancel trus,0.9983620047569275,2021-12-20 19:11:30,4.30.1,"Translated(src=id, dest=en, text=The driver is often thrown far away, so he often cancels and then, pronunciation=The driver is often thrown far away, so he often cancels and then, extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9983620047569275}]"
Asnetti Net,Mantap,0.9997685551643372,2021-12-20 19:28:20,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Zupandi Pendi,Sip gitu dong adil,0.999845027923584,2022-02-13 06:37:44,4.30.1,"Translated(src=id, dest=en, text=b'That's cool, that's fair', pronunciation=b'That's cool, that's fair', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999845027923584}]"
Habil Habil,Bagus,0.9998444318771362,2022-03-15 16:19:07,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Iwan Erik,Sangat membnatu,0.9994805455207825,2022-02-26 08:21:48,4.30.1,"Translated(src=id, dest=en, text=b'Very helpful', pronunciation=b'Very helpful', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994805455207825}]"
Intan Putrin Abdis,Trusted,0.9579489827156067,2022-01-10 14:45:41,4.30.1,"Translated(src=id, dest=en, text=b'Trusted', pronunciation=b'Trusted', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9579489827156067}]"
muntasor Zidan,Bagus,0.9998444318771362,2022-03-07 09:57:27,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Qotrun Nanda Octavia,Banyakin promo yang non gopay dong soalnya nomer gopay saya aja gatau berapa ampe pusing gadirespom customer service,0.9994215965270996,2021-12-20 22:04:34,4.30.1,"Translated(src=id, dest=en, text=There are lots of non-GoPay promos, because I don't even know how much I have a GoPay number, I'm going to get a headache from responding to customer service.', pronunciation=There are lots of non-GoPay promos, because I don't even know how much I have a GoPay number, I'm going to get a headache from responding to customer service.', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994215965270996}]"
rizkia anggina,Mantaap,0.9997685551643372,2021-12-29 10:20:15,4.30.1,"Translated(src=id, dest=en, text=b'Great', pronunciation=b'Great', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997685551643372}]"
Shabrina Tamimi16,ongkir terlalu mahal,0.9994284510612488,2022-03-04 03:32:48,4.30.1,"Translated(src=id, dest=en, text='shipping is too expensive', pronunciation='shipping is too expensive', extra_data=""{'translat..."")",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994284510612488}]"
eLL DeMisyah,Oke baik,0.9994490742683411,2022-05-18 18:12:58,4.30.1,"Translated(src=id, dest=en, text=b'Okay fine', pronunciation=b'Okay fine', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994490742683411}]"
Rudi Artan,Ok,0.9989097118377686,2022-03-01 02:43:34,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
Yani Suryani,Bagus,0.9998444318771362,2022-03-07 10:05:27,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
Ratna Puspitasari,Good,0.9998444318771362,2022-03-01 02:49:03,4.30.1,"Translated(src=id, dest=en, text=b'Good', pronunciation=b'Good', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"
JAGATIRTA,Ok,0.9989097118377686,2022-01-27 10:51:06,4.30.1,"Translated(src=id, dest=en, text=b'Ok', pronunciation=b'Ok', extra_data=""{'translat..."")",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989097118377686}]"
